lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,no_of_adults,booking_status
71,0,88.0,11,18,4,2,0,3,2,0
116,0,112.5,5,14,4,1,2,0,2,1
13,2,139.0,9,9,4,1,0,0,2,1
7,1,127.0,2,13,4,1,0,0,3,1
19,1,116.0,8,30,4,2,0,0,1,0
20,1,102.0,11,1,4,4,0,0,2,0
140,2,103.42,5,28,4,4,2,0,3,1
16,0,65.45,9,21,3,1,1,0,1,1
4,1,149.0,9,8,4,3,0,0,1,1
47,3,142.2,9,2,4,2,1,0,3,1
25,0,85.0,7,8,3,2,1,0,2,1
0,0,89.0,11,5,2,1,0,0,1,1
7,1,86.0,3,2,4,1,0,0,1,1
213,0,67.5,12,17,4,1,0,3,1,1
30,0,150.3,3,31,4,3,0,0,3,0
0,0,76.0,1,21,2,1,0,0,1,1
21,1,99.33,10,3,4,2,1,3,2,1
28,0,118.15,8,29,4,3,1,0,2,0
55,1,152.1,9,15,4,1,0,0,2,1
41,0,110.31,11,23,4,4,1,0,1,1
78,0,80.75,5,5,3,3,1,0,2,1
68,0,92.83,6,18,4,1,2,0,2,0
86,0,76.5,7,6,4,3,1,0,2,0
7,0,112.0,5,5,3,3,0,0,1,1
64,0,130.0,5,17,2,2,0,0,1,1
79,0,76.5,9,4,3,1,2,0,2,1
118,0,119.0,6,6,3,2,1,0,1,1
3,0,77.77,11,2,4,1,1,0,1,1
201,1,127.0,5,24,4,2,0,0,2,0
0,0,4.5,11,28,1,1,1,0,2,1
1,1,97.0,3,16,4,3,0,3,2,1
113,0,121.5,7,12,4,3,0,0,2,1
46,2,163.8,5,16,4,1,1,0,3,1
11,1,102.0,1,27,4,2,0,0,2,1
64,0,149.4,9,16,4,1,0,0,1,0
13,3,208.83,7,19,4,3,0,1,2,1
22,0,62.0,11,17,2,1,0,0,1,0
220,1,96.3,9,2,4,2,0,0,2,0
100,0,108.0,10,16,3,1,0,1,2,0
231,2,96.9,8,23,3,5,2,0,3,1
36,1,67.32,3,29,3,2,0,0,2,1
71,1,79.2,12,8,4,1,0,3,2,1
190,0,95.0,6,22,3,4,0,0,1,1
89,0,116.1,5,29,4,1,2,3,2,0
95,2,72.25,12,5,4,1,0,0,2,1
4,0,65.0,5,10,2,1,0,0,1,1
3,1,155.0,5,28,4,1,0,0,2,1
18,0,89.0,4,8,4,1,0,3,2,0
42,1,91.8,11,2,4,4,0,0,2,1
36,0,96.9,12,3,4,2,2,0,2,1
7,3,225.36,7,19,4,3,0,0,2,1
8,1,77.92,12,27,4,1,2,3,2,1
4,0,63.6,1,24,4,2,2,0,2,1
122,0,105.3,5,12,4,2,0,0,2,0
61,0,118.8,4,22,4,2,1,0,2,0
266,2,69.36,12,4,3,1,2,1,2,1
180,0,114.75,8,11,4,3,1,0,2,0
34,0,65.0,7,19,2,1,0,0,1,1
5,0,104.0,6,14,2,3,0,0,1,1
33,0,103.05,8,29,4,1,1,3,2,0
83,1,90.18,10,31,4,4,1,0,2,1
96,1,122.31,9,27,4,3,0,0,2,0
0,2,90.0,10,10,3,2,1,0,2,1
63,2,94.5,7,23,4,1,0,3,2,1
23,0,85.6,8,25,4,3,1,0,2,0
170,1,70.0,4,23,3,1,2,0,2,1
8,0,109.25,10,28,4,4,0,3,2,1
123,1,119.85,6,7,4,5,1,0,2,1
13,0,147.9,11,13,4,4,2,0,2,0
230,0,80.75,6,19,3,3,2,0,2,1
20,0,76.5,6,28,3,3,0,0,2,1
33,0,85.0,3,14,3,2,1,0,2,0
35,2,170.0,10,12,4,4,0,0,2,1
116,2,79.2,12,17,4,1,2,3,1,1
56,3,103.5,10,21,4,3,0,0,2,1
1,1,116.0,4,16,4,2,2,0,2,1
46,2,123.3,3,31,4,2,0,0,3,1
18,1,112.72,9,16,4,2,1,3,2,1
100,2,146.7,7,3,4,0,2,0,3,1
106,0,105.28,5,8,4,5,2,0,2,0
25,0,127.67,5,21,4,1,2,0,2,0
4,1,151.0,8,5,4,2,2,0,2,1
1,1,111.0,1,20,4,1,0,0,2,1
94,0,96.3,4,8,4,2,1,0,2,0
12,0,55.0,12,5,3,1,1,0,2,1
140,2,131.7,7,3,4,1,2,0,3,1
26,0,85.0,8,15,3,2,1,0,2,1
34,2,103.05,10,11,4,0,2,0,2,1
102,1,105.0,5,13,3,2,1,0,3,1
68,0,65.0,9,29,3,2,0,0,2,1
71,1,108.0,10,7,4,1,0,0,0,1
52,0,99.0,8,28,4,0,1,3,2,1
66,3,124.5,11,10,4,3,0,0,2,1
172,0,85.5,6,26,4,0,2,3,2,0
98,0,91.5,6,26,4,1,2,3,2,0
113,0,119.85,6,13,4,5,2,0,2,0
8,1,128.0,8,22,4,1,1,3,2,1
8,0,81.0,2,19,2,1,0,0,1,1
11,1,161.8,2,24,3,3,0,1,3,1
233,0,90.0,10,14,4,2,1,0,2,0
71,0,131.18,4,25,4,5,1,0,3,1
3,0,136.0,10,18,4,1,2,0,2,1
54,2,149.4,8,19,4,2,1,0,2,1
41,0,66.88,12,1,4,3,0,3,2,1
4,2,133.5,9,7,4,1,1,0,2,1
296,0,96.0,9,21,3,4,0,1,1,1
36,0,110.8,6,29,4,3,0,0,1,0
88,0,112.2,10,5,3,1,1,1,2,1
121,0,116.1,6,17,4,2,1,3,2,1
235,0,119.85,9,28,4,4,0,0,2,0
2,1,84.0,1,6,4,3,0,3,2,1
18,2,158.0,12,30,4,2,0,0,2,1
51,1,125.1,9,9,4,2,0,3,2,1
176,0,90.95,7,12,4,4,0,0,2,0
35,0,81.9,3,7,4,2,1,0,2,0
55,2,150.45,5,12,4,3,2,0,3,1
159,1,70.0,4,9,3,1,1,0,2,1
46,0,158.4,9,9,4,3,2,0,2,1
33,1,144.9,9,10,4,1,1,0,2,1
62,0,140.0,6,2,3,2,0,0,2,1
71,1,126.0,5,10,3,3,0,1,2,1
130,1,118.8,9,18,4,0,1,3,2,0
19,1,119.0,6,26,4,1,2,3,2,1
25,0,154.0,9,16,4,2,2,0,2,1
107,2,99.45,4,30,4,3,2,0,2,1
18,2,174.0,9,15,4,3,0,0,2,1
0,0,66.13,10,15,4,1,1,3,1,1
22,0,139.0,9,26,4,3,1,0,2,0
179,2,126.9,9,24,4,1,2,0,1,0
9,0,129.0,5,18,4,1,0,3,2,1
94,0,76.5,8,1,4,4,2,0,2,1
26,0,91.0,2,19,4,2,0,0,2,0
60,1,126.9,5,21,4,1,1,0,2,1
67,0,75.0,12,2,3,2,1,0,2,1
58,0,87.3,7,8,3,1,0,0,2,1
302,0,100.0,9,16,3,2,1,0,2,0
179,0,80.75,9,12,3,5,2,0,2,1
13,0,95.0,7,20,2,2,0,0,1,1
6,2,110.5,12,28,4,4,0,0,2,1
151,0,95.4,6,2,4,3,0,3,2,0
46,1,89.1,6,22,4,2,0,3,2,1
0,1,89.0,3,26,4,1,0,3,2,1
40,0,102.6,6,27,4,3,1,3,2,0
2,0,95.0,4,7,0,1,0,0,1,1
13,0,169.0,4,28,4,1,0,1,2,0
56,0,75.0,11,10,3,3,1,0,2,1
273,0,95.0,5,13,4,2,1,0,2,0
2,0,110.0,10,30,0,0,1,0,1,1
126,1,76.58,5,4,4,4,0,0,2,1
0,0,153.0,10,10,2,2,1,0,1,1
212,0,78.0,5,20,3,3,2,0,2,0
8,0,93.0,2,22,4,3,1,0,2,1
3,0,85.0,10,15,3,3,0,0,2,1
2,0,159.07,9,14,2,2,0,0,1,1
19,1,86.75,12,26,4,1,1,0,2,1
80,1,126.9,5,2,4,1,1,0,2,1
11,0,139.0,8,13,4,2,2,3,2,1
87,0,85.0,5,26,3,3,1,3,1,1
5,1,121.0,12,8,4,3,0,0,2,1
20,0,48.33,1,4,3,5,1,0,2,1
3,1,106.0,3,12,4,1,1,3,2,1
74,0,116.1,6,17,4,2,0,3,1,0
21,1,174.0,11,18,4,2,0,0,2,0
18,2,166.85,12,30,4,2,2,0,3,1
25,0,85.0,10,16,3,1,2,0,2,1
92,1,93.3,4,7,4,3,0,0,2,1
66,0,148.5,4,23,4,1,1,1,2,0
130,1,110.7,10,21,4,2,0,0,0,1
3,1,67.57,12,21,4,4,0,3,2,1
72,3,105.3,4,14,4,3,0,0,2,1
86,0,139.6,7,9,3,4,2,1,2,1
27,0,142.78,4,11,4,3,1,1,2,0
15,0,93.0,2,20,4,1,2,0,2,1
25,2,88.0,11,17,4,3,0,3,2,1
17,0,187.0,7,9,4,1,1,0,3,0
3,1,31.0,2,26,2,1,0,0,2,1
265,1,109.0,6,24,4,2,0,1,2,0
5,0,95.0,10,25,0,2,0,0,1,1
3,0,66.0,2,1,2,1,1,0,1,1
33,2,107.58,10,17,4,4,2,0,2,0
33,0,90.95,8,30,3,3,0,0,2,1
7,0,95.0,5,30,2,1,1,0,1,1
122,1,103.5,5,17,4,3,0,3,2,1
28,0,152.53,2,1,4,10,5,0,2,0
23,0,60.0,1,1,3,2,1,0,2,1
64,1,143.4,8,27,4,1,2,0,2,0
122,0,85.0,4,15,3,2,0,0,2,0
3,0,66.0,1,11,2,0,1,0,1,1
44,2,98.8,11,26,4,1,1,0,2,1
0,0,94.1,9,2,4,1,0,3,2,1
1,1,79.0,6,13,4,1,1,3,2,1
1,0,91.33,2,10,4,3,0,0,2,1
212,0,86.7,11,20,4,2,2,0,2,0
131,1,105.74,6,17,4,3,2,0,2,1
135,2,151.2,10,6,4,2,0,0,3,1
290,0,72.0,6,17,4,2,1,0,2,0
225,0,96.3,8,12,4,2,0,0,2,0
159,0,72.25,8,20,3,2,2,0,2,1
70,0,90.0,6,3,3,2,0,0,1,1
62,1,118.8,7,24,4,2,2,0,2,1
21,0,85.0,10,4,3,3,0,0,2,1
35,1,75.0,10,26,3,2,1,0,2,1
6,0,79.2,12,6,4,2,0,3,1,1
0,0,79.0,2,18,4,1,0,3,2,1
254,0,90.95,10,25,4,5,0,0,2,0
79,1,103.28,3,28,3,3,1,0,2,1
1,2,129.0,3,21,4,3,1,0,2,1
91,3,89.25,10,19,4,2,1,0,2,1
74,2,168.3,5,21,4,1,0,0,3,1
12,0,100.0,10,12,2,3,1,0,2,1
280,0,110.0,9,19,3,2,1,0,2,0
21,0,157.0,5,16,4,0,1,0,3,0
53,1,120.0,4,28,4,3,0,0,2,1
64,0,101.52,9,28,3,3,0,0,2,1
2,0,0.0,1,27,1,1,0,0,1,1
11,2,187.0,9,19,4,0,1,0,2,1
47,0,69.53,2,20,4,1,0,0,2,1
27,0,85.5,9,18,3,1,2,0,2,1
44,0,89.1,6,22,4,2,0,3,2,0
38,0,135.9,8,15,4,0,1,0,2,0
191,0,98.1,10,5,4,4,1,3,2,0
222,1,96.3,8,31,4,3,0,0,2,0
141,1,123.8,9,23,4,2,0,0,2,1
0,1,106.0,11,9,4,3,1,0,2,1
4,1,67.0,9,6,2,3,0,0,1,1
37,0,89.0,5,18,2,2,0,0,1,0
30,0,104.4,8,28,4,0,1,0,1,0
30,2,85.5,9,16,4,2,0,0,1,1
14,0,55.0,12,3,3,5,2,0,1,1
192,0,99.45,8,4,4,3,1,0,2,0
41,0,73.8,3,15,3,5,0,0,2,1
202,2,90.95,8,8,4,7,3,0,2,1
142,0,130.05,7,12,4,5,0,0,3,0
225,0,71.91,12,29,4,3,2,3,2,0
22,0,84.33,3,3,4,3,0,3,2,1
12,2,124.0,9,21,4,2,1,0,2,1
59,1,89.1,6,26,4,0,1,3,2,1
68,0,121.5,5,10,4,3,0,0,1,0
29,1,102.8,4,16,4,3,2,0,2,1
184,1,99.45,8,9,4,4,0,0,2,0
61,2,140.4,5,28,4,1,1,0,2,1
70,1,77.86,12,23,4,2,2,0,2,1
17,2,107.09,12,2,4,3,2,0,2,1
157,0,87.13,7,16,4,2,2,3,2,0
6,0,140.0,10,4,4,4,0,3,2,1
124,2,143.7,8,5,4,2,1,0,3,1
70,1,126.0,11,1,4,4,0,0,3,0
82,1,76.5,7,19,4,2,2,0,2,0
1,2,106.0,8,28,4,2,1,0,2,1
45,2,96.9,11,24,4,3,2,0,2,1
34,0,181.2,4,24,4,4,2,0,1,0
32,1,85.0,10,25,3,3,0,0,2,1
1,0,141.0,6,20,4,0,1,0,2,1
61,0,94.5,7,17,4,0,2,3,2,0
46,1,134.78,10,17,4,3,1,0,2,1
338,1,90.67,10,7,3,2,1,0,2,1
245,1,81.77,9,15,4,1,0,0,2,0
135,0,90.0,9,14,3,2,1,0,2,0
60,0,48.0,9,21,3,1,1,0,2,0
2,1,87.0,3,7,3,2,1,0,2,1
144,0,213.3,9,22,4,3,1,1,3,0
20,1,89.0,4,7,4,2,0,3,1,1
53,0,77.04,8,27,3,1,2,0,2,0
128,1,97.43,7,11,4,2,1,0,2,1
26,0,197.78,4,25,4,4,1,0,2,0
51,0,123.3,8,31,4,4,1,0,2,0
13,1,134.0,9,12,4,0,1,0,2,1
143,0,121.8,7,19,4,3,0,0,2,0
230,1,82.95,12,12,4,3,1,0,2,1
19,1,151.0,7,25,4,0,1,0,2,0
105,0,78.3,3,22,4,1,0,0,2,1
135,1,130.5,8,13,4,1,0,0,2,1
44,1,113.7,10,20,4,3,0,3,2,1
39,1,125.1,9,8,4,1,0,3,2,1
7,2,98.6,12,26,3,1,2,1,2,1
25,0,88.0,9,11,4,0,2,0,2,1
17,2,166.0,5,31,4,2,0,0,3,1
92,0,87.3,3,18,4,2,0,0,2,1
1,1,99.33,8,24,4,2,0,3,2,1
81,1,146.6,11,6,4,2,2,0,1,1
60,1,62.18,10,9,4,2,0,0,1,1
37,0,135.45,3,24,4,2,0,0,2,1
120,0,143.1,9,20,4,5,1,0,2,0
38,1,68.14,4,17,4,1,2,3,2,1
17,1,153.62,10,30,4,2,2,0,3,1
50,2,177.3,8,20,4,1,0,0,3,1
108,0,81.25,7,30,3,3,2,0,2,1
35,2,96.0,11,15,4,3,0,0,1,1
5,0,126.75,4,4,4,5,3,0,2,0
64,1,114.3,7,26,4,3,0,0,2,1
87,1,134.42,6,12,4,5,2,0,2,1
35,0,179.01,5,16,4,1,1,0,2,0
100,2,72.25,12,12,4,1,2,0,2,1
38,0,67.5,10,30,3,2,2,0,2,1
0,0,0.0,9,22,1,1,0,0,2,1
42,1,127.5,10,31,4,1,1,0,2,1
94,0,60.0,12,27,3,3,2,0,2,1
26,1,137.67,6,26,4,1,2,0,2,0
54,0,85.5,4,18,4,0,1,3,2,0
221,0,71.28,12,31,3,1,1,0,2,1
136,1,145.3,8,12,4,2,0,0,2,1
133,2,121.5,7,12,4,3,0,0,2,1
151,1,143.28,12,29,4,3,0,0,2,0
1,0,142.38,12,17,4,4,2,0,2,1
39,0,65.0,12,27,3,1,0,0,2,1
0,1,91.0,11,9,4,3,1,0,1,1
32,2,142.2,4,16,4,1,1,0,3,1
47,0,152.2,11,7,4,3,1,3,1,0
257,0,80.0,7,1,3,2,0,1,1,1
4,0,119.0,4,14,4,2,0,3,2,1
49,2,106.2,12,5,4,1,2,0,2,1
5,1,0.0,5,9,1,0,1,0,1,1
16,1,81.0,11,6,4,2,0,0,1,1
157,1,78.45,7,27,4,5,2,0,2,1
114,0,107.95,5,9,4,3,1,0,2,0
167,1,108.9,10,1,4,2,2,0,2,0
74,1,61.08,10,31,4,5,2,3,2,1
210,0,86.0,10,8,3,3,1,1,2,0
18,1,81.8,2,6,4,1,2,0,1,1
2,2,162.47,4,27,4,4,1,0,2,1
73,1,79.2,12,2,4,2,0,3,1,1
147,1,6.0,4,4,4,3,1,0,0,1
10,0,126.0,5,8,4,1,2,0,2,0
25,0,60.0,12,27,3,1,0,0,1,1
21,0,375.5,12,30,4,2,0,0,3,1
95,1,99.9,10,31,4,0,1,0,2,1
45,2,112.5,3,18,4,2,1,0,2,1
5,2,140.0,11,4,4,2,0,3,1,1
7,2,153.5,9,15,4,2,0,3,2,1
4,0,185.0,12,28,4,1,0,0,2,1
31,2,149.0,10,25,4,3,0,0,2,1
102,0,189.3,7,22,4,2,1,0,2,1
12,0,58.0,1,5,3,1,0,0,2,1
53,1,88.4,11,13,4,4,2,0,2,1
70,2,113.87,12,8,4,3,0,0,2,1
20,0,85.5,9,21,3,1,0,0,2,1
32,0,109.87,9,25,4,3,2,0,2,1
41,0,85.5,10,16,3,2,2,0,2,1
200,1,90.95,7,15,4,7,3,0,2,0
11,0,76.29,12,2,4,2,2,3,2,1
104,0,94.5,7,16,4,1,0,3,2,0
111,1,168.3,9,22,4,2,0,0,3,0
130,0,114.3,5,5,4,3,0,0,2,0
256,0,109.0,6,15,3,2,0,1,2,0
68,0,149.1,7,7,4,3,0,0,3,0
127,0,90.0,4,28,3,3,1,0,2,0
66,1,149.4,9,8,4,3,1,0,2,0
8,0,91.0,2,19,2,1,0,0,2,1
97,0,76.5,8,19,4,3,0,0,2,1
5,1,79.0,2,2,4,1,0,0,1,1
2,1,174.0,9,9,4,3,0,0,2,1
103,0,134.1,8,29,4,1,1,0,2,0
23,1,250.0,9,26,4,1,0,0,2,0
107,0,152.1,8,24,4,4,0,0,3,0
3,1,228.33,8,15,4,2,1,1,2,1
227,0,90.95,8,24,4,4,1,0,2,0
0,0,87.2,10,8,4,1,1,3,2,1
6,1,87.78,10,19,4,2,1,3,1,1
44,1,82.13,11,21,4,2,1,3,2,1
275,0,110.0,4,17,4,0,2,1,2,0
7,2,78.63,11,17,4,3,1,3,2,1
60,0,0.0,9,21,4,1,1,0,1,1
138,1,79.2,11,12,4,1,0,3,1,0
30,1,73.37,11,26,4,1,2,3,2,1
146,0,116.45,7,4,4,5,1,0,2,0
216,0,177.3,8,6,4,1,1,0,2,0
5,0,65.0,1,13,3,1,0,0,1,1
68,2,151.2,10,9,4,3,2,0,3,1
292,0,90.0,7,21,3,2,0,1,1,1
101,1,63.75,12,8,4,1,0,0,1,0
19,0,118.15,9,19,3,0,1,0,2,0
10,2,83.55,2,13,4,1,1,0,2,1
151,1,72.25,8,5,3,2,1,0,2,1
29,2,152.0,10,5,4,2,0,0,2,1
0,0,109.0,3,16,4,1,0,0,2,1
51,1,87.3,9,7,4,1,0,3,2,1
18,0,110.4,9,18,4,2,2,0,3,0
53,0,126.9,5,18,4,2,0,0,2,0
92,2,76.5,8,7,4,4,2,0,2,0
4,0,72.25,7,16,3,2,2,0,2,0
157,0,90.95,6,26,4,3,2,0,2,0
82,0,218.96,4,26,4,5,0,1,2,0
8,3,92.4,9,8,4,2,0,0,2,1
6,1,136.0,6,2,4,2,0,0,2,1
22,1,155.77,9,8,4,6,2,0,2,1
251,2,74.29,12,28,4,9,2,0,0,0
2,2,130.0,2,3,4,4,0,0,3,1
0,1,74.69,12,28,4,0,1,0,2,1
1,0,70.0,6,17,3,2,1,0,1,1
13,0,75.0,3,20,3,0,1,0,1,1
37,1,95.4,3,14,4,3,1,0,2,0
0,0,89.0,4,15,4,2,1,3,2,1
8,1,120.0,9,23,4,1,0,0,2,0
95,0,60.5,12,29,3,4,0,0,2,1
125,0,94.5,5,6,4,2,0,3,2,0
130,2,90.0,11,25,4,2,0,0,2,1
82,2,150.3,8,8,4,5,3,0,3,0
120,1,85.5,6,27,4,2,1,3,2,1
2,0,81.75,5,15,3,2,2,0,2,1
94,0,72.25,11,17,4,1,0,0,2,0
29,1,104.0,12,1,4,3,2,0,2,1
116,0,57.0,3,5,3,5,2,0,2,1
29,2,122.0,8,30,4,1,0,0,2,1
11,1,140.0,11,5,4,1,0,0,2,0
115,0,94.5,5,9,4,2,1,3,2,0
255,0,62.64,12,27,3,3,0,0,2,1
100,0,100.0,9,28,4,4,0,0,2,0
64,1,149.4,9,24,4,2,2,0,2,0
17,0,72.4,3,31,3,1,0,0,2,1
91,2,121.5,10,7,4,1,0,0,2,0
220,0,128.0,9,17,3,1,2,1,1,0
44,0,93.6,5,31,4,2,0,3,2,0
22,1,62.0,11,17,2,1,0,0,1,1
73,0,170.17,5,7,4,4,2,0,2,0
7,1,70.0,10,17,4,1,1,3,2,1
119,0,83.0,3,29,3,2,0,0,1,1
87,1,80.75,4,9,4,2,2,3,2,1
2,0,93.0,1,24,4,2,2,0,2,1
74,0,109.0,9,18,3,2,0,1,2,1
62,1,109.8,9,1,4,3,0,0,2,1
30,0,140.4,5,20,4,2,2,0,2,0
1,2,184.5,7,8,4,2,2,0,3,1
180,2,54.75,11,13,4,0,1,3,2,1
20,0,139.0,7,4,4,5,1,3,2,0
204,0,72.75,10,9,3,2,2,0,2,1
287,0,100.3,9,29,4,3,1,0,2,0
29,1,66.18,12,2,2,2,0,0,1,1
20,1,91.0,1,25,4,3,1,0,2,1
15,0,145.0,10,6,4,1,0,0,1,0
93,0,60.67,12,30,3,3,0,0,2,1
253,0,90.0,5,4,3,4,0,0,2,0
1,0,65.0,11,19,2,1,0,0,1,1
33,1,113.0,11,26,4,1,0,0,2,1
23,0,72.8,2,10,4,4,0,0,2,0
0,2,179.0,9,15,4,1,0,0,2,1
45,1,93.6,12,2,4,2,0,0,2,1
41,0,62.0,1,20,4,4,0,3,2,1
95,0,159.3,5,21,4,1,0,0,3,0
185,2,116.1,9,29,4,3,2,0,2,0
35,1,140.4,4,30,4,1,2,0,2,1
126,0,97.75,7,6,4,4,0,3,2,0
290,0,90.95,10,20,4,3,2,0,2,0
68,1,65.0,12,2,2,1,0,0,1,1
213,0,92.65,10,1,4,2,2,3,2,0
4,1,120.5,6,12,4,0,2,0,2,1
15,1,104.5,12,4,4,2,2,0,2,1
110,1,121.59,5,13,4,2,0,0,2,1
123,0,162.0,9,20,4,5,1,0,3,0
56,2,162.0,8,26,4,2,2,0,3,1
28,0,95.0,5,19,2,2,0,0,1,0
83,2,123.9,6,3,4,2,1,0,2,1
98,0,91.4,12,26,4,3,1,0,3,0
22,0,105.0,9,6,4,0,1,0,2,1
104,2,6.0,8,11,4,3,0,0,0,1
60,0,75.0,11,18,3,2,0,0,2,1
26,2,109.0,11,2,4,3,0,3,2,1
13,1,97.0,1,16,4,1,0,0,2,1
4,0,149.0,9,5,4,1,1,3,2,0
33,1,75.6,10,7,3,3,0,0,2,1
257,0,101.5,7,1,4,2,0,1,2,0
98,1,52.7,12,29,3,3,0,0,1,1
124,1,127.8,8,4,4,1,0,0,2,1
77,0,116.94,9,22,4,4,0,0,2,0
100,1,136.0,5,19,4,3,1,0,2,1
22,2,89.0,9,12,4,0,1,3,2,1
85,0,99.3,4,7,4,3,0,0,2,0
82,1,64.67,12,10,4,3,2,0,2,1
53,0,65.75,3,6,4,3,2,3,2,1
5,0,95.0,4,4,0,3,1,0,1,1
34,1,105.3,4,22,4,1,0,0,2,1
55,2,102.6,11,13,4,0,1,0,2,1
9,0,78.0,12,16,4,2,1,3,2,1
20,1,153.0,4,10,4,0,1,0,3,1
11,1,151.0,7,2,4,2,2,0,2,0
107,1,130.0,5,7,4,1,2,0,2,0
4,0,97.41,8,2,4,1,0,3,2,1
14,1,102.0,3,10,3,3,0,0,3,1
20,1,231.0,7,6,4,1,0,0,2,1
1,0,109.0,4,23,4,1,2,3,2,1
14,0,116.0,8,8,3,5,2,1,2,0
219,0,108.0,9,4,4,1,0,1,2,0
40,0,117.9,6,29,4,3,0,0,2,1
0,1,65.0,2,29,2,0,1,0,1,1
252,1,163.63,8,14,4,3,2,0,2,0
10,0,118.0,3,18,4,2,0,0,2,0
109,2,149.4,9,20,4,3,0,0,2,1
100,0,82.88,4,26,4,4,0,3,2,0
96,0,135.9,9,26,4,2,1,0,2,0
165,2,94.56,8,1,4,1,1,0,2,1
1,1,133.0,8,2,4,2,0,3,2,1
1,0,102.41,9,20,4,3,2,3,2,1
0,0,160.0,9,27,2,1,0,0,2,1
79,0,75.0,4,27,3,3,0,0,2,1
122,0,86.0,3,27,3,1,2,1,1,1
45,1,134.1,6,29,4,2,0,0,2,1
16,1,58.45,11,25,4,3,2,0,1,0
48,0,81.0,5,22,3,2,2,0,1,1
377,0,90.0,10,14,3,2,0,1,1,1
11,0,85.0,2,13,3,3,2,0,2,1
80,0,72.25,7,15,3,2,2,0,2,1
101,0,72.25,7,24,3,3,2,0,2,0
67,1,123.3,7,20,4,2,0,0,2,1
3,2,150.0,10,30,4,0,2,0,1,1
44,0,65.4,3,7,3,0,1,0,1,0
26,0,102.72,12,21,4,4,1,1,2,0
225,0,103.46,6,28,4,5,2,0,2,0
17,1,60.0,1,30,4,1,1,3,2,1
35,0,99.0,9,26,3,0,1,0,1,1
19,1,106.65,4,29,4,2,2,0,2,1
49,0,60.0,11,9,3,2,1,0,2,1
26,0,87.0,2,28,3,1,2,0,2,1
0,0,79.0,7,20,0,1,0,0,1,1
273,0,87.0,7,17,3,2,0,1,1,1
52,1,115.09,10,31,4,5,1,0,3,1
99,2,72.25,12,5,4,1,2,0,2,1
207,1,99.45,8,23,4,4,0,0,2,0
9,2,105.0,9,11,4,1,0,0,2,1
123,2,105.61,12,26,4,3,1,0,2,1
208,2,80.24,6,11,3,2,2,0,2,1
0,0,104.0,4,9,2,1,2,0,1,1
186,0,80.0,4,22,3,2,1,0,2,1
8,0,130.0,11,5,3,1,0,0,2,1
117,0,76.0,2,29,3,1,1,0,1,1
5,0,75.24,9,7,4,1,1,0,2,1
58,1,83.3,3,21,4,3,1,3,2,0
27,0,139.0,7,8,4,1,0,3,2,0
205,0,90.0,5,29,3,1,2,0,2,0
38,0,126.0,10,2,4,2,2,0,2,1
228,1,102.85,10,5,4,4,0,0,2,0
31,1,114.9,5,21,4,1,2,0,2,1
0,0,77.6,1,30,3,1,0,0,2,1
8,0,66.98,11,26,4,3,0,0,1,1
46,0,79.2,11,22,4,1,0,3,2,0
177,1,93.08,8,24,4,4,0,0,2,1
77,1,95.2,4,16,4,2,2,0,1,1
76,0,90.95,10,16,3,5,2,0,2,1
46,2,128.6,11,19,4,1,2,0,3,1
174,0,95.67,9,22,3,3,0,0,1,1
93,0,119.85,5,21,4,3,2,0,2,0
96,1,90.9,4,8,4,1,0,0,1,0
75,0,123.3,7,23,4,5,2,0,2,0
7,2,193.0,2,29,4,2,1,1,3,1
24,1,118.33,4,15,4,2,1,0,2,1
148,1,115.6,12,23,4,2,2,0,3,1
1,0,80.0,1,19,3,3,0,0,1,1
0,0,106.67,8,22,4,1,2,0,2,1
91,1,168.3,9,4,4,0,2,0,3,1
7,0,156.0,6,18,4,3,2,0,2,0
77,1,132.3,10,6,4,3,0,0,2,0
198,0,90.0,9,9,4,2,1,0,2,0
128,1,43.43,2,5,3,5,2,0,2,1
2,2,97.0,12,18,4,2,0,0,2,1
81,0,96.0,7,16,3,1,2,0,2,1
298,0,76.0,5,10,3,2,0,0,1,0
4,0,64.4,3,16,3,1,0,0,1,1
3,1,80.1,1,16,4,2,2,0,2,1
129,1,94.5,5,12,4,2,0,3,2,1
29,1,74.8,11,15,4,4,0,3,2,0
6,0,92.0,2,22,4,2,1,0,1,0
9,0,89.0,4,19,4,1,0,3,2,0
8,2,79.0,1,20,4,4,0,3,2,1
15,0,129.0,8,23,4,2,0,3,2,0
75,2,150.3,7,2,4,1,1,0,3,1
55,1,84.2,3,5,4,6,2,0,2,1
55,2,73.8,11,10,4,1,0,0,1,1
2,1,197.0,5,27,4,1,0,0,3,1
177,1,72.25,6,30,3,3,0,0,2,1
1,0,125.0,5,31,4,1,0,0,1,1
6,1,149.33,4,2,4,1,2,0,3,1
68,0,109.65,4,23,4,3,2,0,2,0
54,0,66.5,10,16,3,2,2,0,1,1
21,2,125.0,12,28,4,1,1,0,2,1
279,1,80.75,10,10,3,2,1,0,2,1
128,3,100.29,9,16,4,2,0,3,2,1
31,0,84.9,3,5,4,1,2,0,2,0
46,1,124.1,3,21,4,3,1,0,3,0
53,0,120.0,10,14,3,1,0,0,1,1
0,0,65.0,11,3,2,3,0,0,1,1
0,2,98.0,12,21,4,1,0,0,2,1
